"fuente";"columna";"valores_distintos_en_fuente";"valor";"observaciones"
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.11"",""rule_type"":""CATEGORY"",""variables"":[""P2991""],""categories"":[{""code"":""SI"",""label"":""Sí declaró"",""condition"":{""eq"":[""P2991"",1]}},{""code"":""NO"",""label"":""No declaró"",""condition"":{""eq"":[""P2991"",2]}},{""code"":""NO_RESPONSABLE"",""label"":""No es responsable de este impuesto"",""condition"":{""eq"":[""P2991"",3]}},{""code"":""NO_INFORMA"",""label"":""No informa"",""condition"":{""eq"":[""P2991"",9]}}],""denominator"":{""notna"":""P2991""},""percent_semantics"":""DISTRIBUTION"",""measure"":""PERCENT""}";5472
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.12"",""rule_type"":""CATEGORY"",""variables"":[""P2992""],""categories"":[{""code"":""SI"",""label"":""Sí declaró"",""condition"":{""eq"":[""P2992"",1]}},{""code"":""NO"",""label"":""No declaró"",""condition"":{""eq"":[""P2992"",2]}},{""code"":""NO_RESPONSABLE"",""label"":""No es responsable de este impuesto"",""condition"":{""eq"":[""P2992"",3]}},{""code"":""NO_INFORMA"",""label"":""No informa"",""condition"":{""eq"":[""P2992"",9]}}],""denominator"":{""notna"":""P2992""},""percent_semantics"":""DISTRIBUTION"",""measure"":""COUNT""}";5484
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.12"",""rule_type"":""CATEGORY"",""variables"":[""P2992""],""categories"":[{""code"":""SI"",""label"":""Sí declaró"",""condition"":{""eq"":[""P2992"",1]}},{""code"":""NO"",""label"":""No declaró"",""condition"":{""eq"":[""P2992"",2]}},{""code"":""NO_RESPONSABLE"",""label"":""No es responsable de este impuesto"",""condition"":{""eq"":[""P2992"",3]}},{""code"":""NO_INFORMA"",""label"":""No informa"",""condition"":{""eq"":[""P2992"",9]}}],""denominator"":{""notna"":""P2992""},""percent_semantics"":""DISTRIBUTION"",""measure"":""PERCENT""}";5472
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.13"",""rule_type"":""CATEGORY"",""variables"":[""P2993""],""categories"":[{""code"":""SI"",""label"":""Sí declaró"",""condition"":{""eq"":[""P2993"",1]}},{""code"":""NO"",""label"":""No declaró"",""condition"":{""eq"":[""P2993"",2]}},{""code"":""NO_RESPONSABLE"",""label"":""No es responsable de este impuesto"",""condition"":{""eq"":[""P2993"",3]}},{""code"":""NO_INFORMA"",""label"":""No informa"",""condition"":{""eq"":[""P2993"",9]}}],""denominator"":{""notna"":""P2993""},""percent_semantics"":""DISTRIBUTION"",""measure"":""COUNT""}";5484
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.13"",""rule_type"":""CATEGORY"",""variables"":[""P2993""],""categories"":[{""code"":""SI"",""label"":""Sí declaró"",""condition"":{""eq"":[""P2993"",1]}},{""code"":""NO"",""label"":""No declaró"",""condition"":{""eq"":[""P2993"",2]}},{""code"":""NO_RESPONSABLE"",""label"":""No es responsable de este impuesto"",""condition"":{""eq"":[""P2993"",3]}},{""code"":""NO_INFORMA"",""label"":""No informa"",""condition"":{""eq"":[""P2993"",9]}}],""denominator"":{""notna"":""P2993""},""percent_semantics"":""DISTRIBUTION"",""measure"":""PERCENT""}";5472
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.3"",""rule_type"":""CATEGORY"",""variables"":[""P986""],""categories"":[{""code"":""COMUN"",""label"":""Común (responsable de IVA)"",""condition"":{""eq"":[""P986"",1]}},{""code"":""SIMPLIFICADO"",""label"":""Simplificado (no responsable de IVA)"",""condition"":{""eq"":[""P986"",2]}}],""denominator"":{""notna"":""P986""},""percent_semantics"":""DISTRIBUTION"",""measure"":""COUNT""}";2742
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.3"",""rule_type"":""CATEGORY"",""variables"":[""P986""],""categories"":[{""code"":""COMUN"",""label"":""Común (responsable de IVA)"",""condition"":{""eq"":[""P986"",1]}},{""code"":""SIMPLIFICADO"",""label"":""Simplificado (no responsable de IVA)"",""condition"":{""eq"":[""P986"",2]}}],""denominator"":{""notna"":""P986""},""percent_semantics"":""DISTRIBUTION"",""measure"":""PERCENT""}";2736
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.4"",""rule_type"":""CATEGORY"",""variables"":[""P640""],""categories"":[{""code"":""BALANCE_PYG"",""label"":""Balance general o P y G"",""condition"":{""eq"":[""P640"",1]}},{""code"":""LIBRO_DIARIO"",""label"":""Libro de registro diario de operaciones"",""condition"":{""eq"":[""P640"",2]}},{""code"":""OTRAS_CUENTAS"",""label"":""Otro tipo de cuentas"",""condition"":{""eq"":[""P640"",3]}},{""code"":""INFORMES_FINANCIEROS"",""label"":""Informes financieros"",""condition"":{""eq"":[""P640"",4]}},{""code"":""SIN_REGISTRO"",""label"":""No lleva registro"",""condition"":{""eq"":[""P640"",5]}}],""denominator"":{""notna"":""P640""},""percent_semantics"":""DISTRIBUTION"",""measure"":""COUNT""}";6855
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.4"",""rule_type"":""CATEGORY"",""variables"":[""P640""],""categories"":[{""code"":""BALANCE_PYG"",""label"":""Balance general o P y G"",""condition"":{""eq"":[""P640"",1]}},{""code"":""LIBRO_DIARIO"",""label"":""Libro de registro diario de operaciones"",""condition"":{""eq"":[""P640"",2]}},{""code"":""OTRAS_CUENTAS"",""label"":""Otro tipo de cuentas"",""condition"":{""eq"":[""P640"",3]}},{""code"":""INFORMES_FINANCIEROS"",""label"":""Informes financieros"",""condition"":{""eq"":[""P640"",4]}},{""code"":""SIN_REGISTRO"",""label"":""No lleva registro"",""condition"":{""eq"":[""P640"",5]}}],""denominator"":{""notna"":""P640""},""percent_semantics"":""DISTRIBUTION"",""measure"":""PERCENT""}";6855
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.5"",""rule_type"":""CATEGORY"",""variables"":[""P4000""],""categories"":[{""code"":""NO_NECESITA"",""label"":""No se necesita"",""condition"":{""eq"":[""P4000"",1]}},{""code"":""NO_SABE"",""label"":""No sabe cómo llevar registros"",""condition"":{""eq"":[""P4000"",2]}},{""code"":""NO_APLICA"",""label"":""No aplica"",""condition"":{""eq"":[""P4000"",3]}}],""denominator"":{""notna"":""P4000""},""percent_semantics"":""DISTRIBUTION"",""measure"":""COUNT""}";4113
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.5"",""rule_type"":""CATEGORY"",""variables"":[""P4000""],""categories"":[{""code"":""NO_NECESITA"",""label"":""No se necesita"",""condition"":{""eq"":[""P4000"",1]}},{""code"":""NO_SABE"",""label"":""No sabe cómo llevar registros"",""condition"":{""eq"":[""P4000"",2]}},{""code"":""NO_APLICA"",""label"":""No aplica"",""condition"":{""eq"":[""P4000"",3]}}],""denominator"":{""notna"":""P4000""},""percent_semantics"":""DISTRIBUTION"",""measure"":""PERCENT""}";4113
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.6"",""rule_type"":""CATEGORY"",""variables"":[""P1055""],""categories"":[{""code"":""SI"",""label"":""Sí"",""condition"":{""eq"":[""P1055"",1]}},{""code"":""NO"",""label"":""No"",""condition"":{""eq"":[""P1055"",2]}}],""denominator"":{""notna"":""P1055""},""percent_semantics"":""DISTRIBUTION"",""measure"":""COUNT""}";2742
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.6"",""rule_type"":""CATEGORY"",""variables"":[""P1055""],""categories"":[{""code"":""SI"",""label"":""Sí"",""condition"":{""eq"":[""P1055"",1]}},{""code"":""NO"",""label"":""No"",""condition"":{""eq"":[""P1055"",2]}}],""denominator"":{""notna"":""P1055""},""percent_semantics"":""DISTRIBUTION"",""measure"":""PERCENT""}";2742
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.7"",""rule_type"":""CATEGORY"",""variables"":[""P1056""],""categories"":[{""code"":""PERSONA_NATURAL"",""label"":""Persona natural comerciante"",""condition"":{""eq"":[""P1056"",1]}},{""code"":""PERSONA_JURIDICA"",""label"":""Persona jurídica"",""condition"":{""eq"":[""P1056"",2]}}],""denominator"":{""notna"":""P1056""},""percent_semantics"":""DISTRIBUTION"",""measure"":""COUNT""}";2742
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.7"",""rule_type"":""CATEGORY"",""variables"":[""P1056""],""categories"":[{""code"":""PERSONA_NATURAL"",""label"":""Persona natural comerciante"",""condition"":{""eq"":[""P1056"",1]}},{""code"":""PERSONA_JURIDICA"",""label"":""Persona jurídica"",""condition"":{""eq"":[""P1056"",2]}}],""denominator"":{""notna"":""P1056""},""percent_semantics"":""DISTRIBUTION"",""measure"":""PERCENT""}";2718
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.8"",""rule_type"":""CATEGORY"",""variables"":[""P661""],""categories"":[{""code"":""SI"",""label"":""Sí"",""condition"":{""eq"":[""P661"",1]}},{""code"":""NO"",""label"":""No"",""condition"":{""eq"":[""P661"",2]}}],""denominator"":{""notna"":""P661""},""percent_semantics"":""DISTRIBUTION"",""measure"":""COUNT""}";2742
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.8"",""rule_type"":""CATEGORY"",""variables"":[""P661""],""categories"":[{""code"":""SI"",""label"":""Sí"",""condition"":{""eq"":[""P661"",1]}},{""code"":""NO"",""label"":""No"",""condition"":{""eq"":[""P661"",2]}}],""denominator"":{""notna"":""P661""},""percent_semantics"":""DISTRIBUTION"",""measure"":""PERCENT""}";2718
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.9"",""rule_type"":""CATEGORY"",""variables"":[""P1057""],""categories"":[{""code"":""SI"",""label"":""Sí"",""condition"":{""eq"":[""P1057"",1]}},{""code"":""NO"",""label"":""No"",""condition"":{""eq"":[""P1057"",2]}}],""denominator"":{""notna"":""P1057""},""percent_semantics"":""DISTRIBUTION"",""measure"":""COUNT""}";2742
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""F.9"",""rule_type"":""CATEGORY"",""variables"":[""P1057""],""categories"":[{""code"":""SI"",""label"":""Sí"",""condition"":{""eq"":[""P1057"",1]}},{""code"":""NO"",""label"":""No"",""condition"":{""eq"":[""P1057"",2]}}],""denominator"":{""notna"":""P1057""},""percent_semantics"":""DISTRIBUTION"",""measure"":""PERCENT""}";2742
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""G.1"",""rule_type"":""CATEGORY"",""variables"":[""P4001""],""categories"":[{""code"":""SI"",""label"":""Sí"",""condition"":{""eq"":[""P4001"",1]}},{""code"":""NO"",""label"":""No"",""condition"":{""eq"":[""P4001"",2]}}],""denominator"":{""notna"":""P4001""},""percent_semantics"":""DISTRIBUTION"",""measure"":""COUNT""}";2742
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""G.1"",""rule_type"":""CATEGORY"",""variables"":[""P4001""],""categories"":[{""code"":""SI"",""label"":""Sí"",""condition"":{""eq"":[""P4001"",1]}},{""code"":""NO"",""label"":""No"",""condition"":{""eq"":[""P4001"",2]}}],""denominator"":{""notna"":""P4001""},""percent_semantics"":""DISTRIBUTION"",""measure"":""PERCENT""}";2742
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""G.10"",""rule_type"":""CATEGORY"",""variables"":[""P1093""],""categories"":[{""code"":""SI"",""label"":""Sí"",""condition"":{""eq"":[""P1093"",1]}},{""code"":""NO"",""label"":""No"",""condition"":{""eq"":[""P1093"",2]}}],""denominator"":{""notna"":""P1093""},""percent_semantics"":""DISTRIBUTION"",""measure"":""COUNT""}";2742
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""G.10"",""rule_type"":""CATEGORY"",""variables"":[""P1093""],""categories"":[{""code"":""SI"",""label"":""Sí"",""condition"":{""eq"":[""P1093"",1]}},{""code"":""NO"",""label"":""No"",""condition"":{""eq"":[""P1093"",2]}}],""denominator"":{""notna"":""P1093""},""percent_semantics"":""DISTRIBUTION"",""measure"":""PERCENT""}";2742
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""G.11"",""rule_type"":""CATEGORY"",""variables"":[""P2528""],""categories"":[{""code"":""FIJO"",""label"":""Fijo"",""condition"":{""eq"":[""P2528"",1]}},{""code"":""MOVIL"",""label"":""Móvil"",""condition"":{""eq"":[""P2528"",2]}}],""denominator"":{""notna"":""P2528""},""percent_semantics"":""DISTRIBUTION"",""measure"":""COUNT""}";2742
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""G.11"",""rule_type"":""CATEGORY"",""variables"":[""P2528""],""categories"":[{""code"":""FIJO"",""label"":""Fijo"",""condition"":{""eq"":[""P2528"",1]}},{""code"":""MOVIL"",""label"":""Móvil"",""condition"":{""eq"":[""P2528"",2]}}],""denominator"":{""notna"":""P2528""},""percent_semantics"":""DISTRIBUTION"",""measure"":""PERCENT""}";2742
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""G.12"",""rule_type"":""CATEGORY"",""variables"":[""P1095""],""categories"":[{""code"":""COSTOSO"",""label"":""Es muy costoso"",""condition"":{""eq"":[""P1095"",1]}},{""code"":""NO_NECESITA"",""label"":""No lo necesita"",""condition"":{""eq"":[""P1095"",2]}},{""code"":""NO_SABE_USAR"",""label"":""El personal no sabe usarlo"",""condition"":{""eq"":[""P1095"",3]}},{""code"":""SIN_DISPOSITIVO"",""label"":""No tiene dispositivo para conectarse"",""condition"":{""eq"":[""P1095"",4]}},{""code"":""MALA_CALIDAD"",""label"":""El servicio no es de buena calidad"",""condition"":{""eq"":[""P1095"",5]}},{""code"":""SIN_COBERTURA"",""label"":""No hay cobertura del servicio"",""condition"":{""eq"":[""P1095"",6]}}],""denominator"":{""notna"":""P1095""},""percent_semantics"":""DISTRIBUTION"",""measure"":""COUNT""}";8226
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""G.12"",""rule_type"":""CATEGORY"",""variables"":[""P1095""],""categories"":[{""code"":""COSTOSO"",""label"":""Es muy costoso"",""condition"":{""eq"":[""P1095"",1]}},{""code"":""NO_NECESITA"",""label"":""No lo necesita"",""condition"":{""eq"":[""P1095"",2]}},{""code"":""NO_SABE_USAR"",""label"":""El personal no sabe usarlo"",""condition"":{""eq"":[""P1095"",3]}},{""code"":""SIN_DISPOSITIVO"",""label"":""No tiene dispositivo para conectarse"",""condition"":{""eq"":[""P1095"",4]}},{""code"":""MALA_CALIDAD"",""label"":""El servicio no es de buena calidad"",""condition"":{""eq"":[""P1095"",5]}},{""code"":""SIN_COBERTURA"",""label"":""No hay cobertura del servicio"",""condition"":{""eq"":[""P1095"",6]}}],""denominator"":{""notna"":""P1095""},""percent_semantics"":""DISTRIBUTION"",""measure"":""PERCENT""}";8226
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""G.14"",""rule_type"":""CATEGORY"",""variables"":[""P1006_1"",""P1006_2"",""P1006_3"",""P1006_4"",""P1006_5"",""P1006_6"",""P1006_7"",""P1006_8"",""P1006_9"",""P1006_10"",""P1006_11"",""P1006_12"",""P1006_13""],""categories"":[{""code"":""ACT_01"",""label"":""Búsqueda de información de dependencias oficiales y autoridades"",""condition"":{""eq"":[""P1006_1"",1]}},{""code"":""ACT_02"",""label"":""Banca electrónica y otros servicios financieros"",""condition"":{""eq"":[""P1006_2"",1]}},{""code"":""ACT_03"",""label"":""Transacciones con organismos gubernamentales"",""condition"":{""eq"":[""P1006_3"",1]}},{""code"":""ACT_04"",""label"":""Servicio al cliente"",""condition"":{""eq"":[""P1006_4"",1]}},{""code"":""ACT_05"",""label"":""Entrega de productos en forma digitalizada"",""condition"":{""eq"":[""P1006_5"",1]}},{""code"":""ACT_06"",""label"":""Compra a proveedores por internet"",""condition"":{""eq"":[""P1006_6"",1]}},{""code"":""ACT_07"",""label"":""Venta a clientes por internet"",""condition"":{""eq"":[""P1006_7"",1]}},{""code"":""ACT_08"",""label"":""Uso de aplicaciones"",""condition"":{""eq"":[""P1006_8"",1]}},{""code"":""ACT_09"",""label"":""Enviar o recibir correo electrónico"",""condition"":{""eq"":[""P1006_9"",1]}},{""code"":""ACT_10"",""label"":""Búsqueda de información sobre bienes y servicios"",""condition"":{""eq"":[""P1006_10"",1]}},{""code"":""ACT_11"",""label"":""Llamadas por internet o videoconferencias"",""condition"":{""eq"":[""P1006_11"",1]}},{""code"":""ACT_12"",""label"":""Capacitación del personal"",""condition"":{""eq"":[""P1006_12"",1]}},{""code"":""ACT_13"",""label"":""Mensajería instantánea o chat"",""condition"":{""eq"":[""P1006_13"",1]}}],""denominator"":{""any_notna"":[""P1006_1"",""P1006_2"",""P1006_3"",""P1006_4"",""P1006_5"",""P1006_6"",""P1006_7"",""P1006_8"",""P1006_9"",""P1006_10"",""P1006_11"",""P1006_12"",""P1006_13""]},""percent_semantics"":""INCIDENCE"",""measure"":""COUNT""}";17823
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""G.14"",""rule_type"":""CATEGORY"",""variables"":[""P1006_1"",""P1006_2"",""P1006_3"",""P1006_4"",""P1006_5"",""P1006_6"",""P1006_7"",""P1006_8"",""P1006_9"",""P1006_10"",""P1006_11"",""P1006_12"",""P1006_13""],""categories"":[{""code"":""ACT_01"",""label"":""Búsqueda de información de dependencias oficiales y autoridades"",""condition"":{""eq"":[""P1006_1"",1]}},{""code"":""ACT_02"",""label"":""Banca electrónica y otros servicios financieros"",""condition"":{""eq"":[""P1006_2"",1]}},{""code"":""ACT_03"",""label"":""Transacciones con organismos gubernamentales"",""condition"":{""eq"":[""P1006_3"",1]}},{""code"":""ACT_04"",""label"":""Servicio al cliente"",""condition"":{""eq"":[""P1006_4"",1]}},{""code"":""ACT_05"",""label"":""Entrega de productos en forma digitalizada"",""condition"":{""eq"":[""P1006_5"",1]}},{""code"":""ACT_06"",""label"":""Compra a proveedores por internet"",""condition"":{""eq"":[""P1006_6"",1]}},{""code"":""ACT_07"",""label"":""Venta a clientes por internet"",""condition"":{""eq"":[""P1006_7"",1]}},{""code"":""ACT_08"",""label"":""Uso de aplicaciones"",""condition"":{""eq"":[""P1006_8"",1]}},{""code"":""ACT_09"",""label"":""Enviar o recibir correo electrónico"",""condition"":{""eq"":[""P1006_9"",1]}},{""code"":""ACT_10"",""label"":""Búsqueda de información sobre bienes y servicios"",""condition"":{""eq"":[""P1006_10"",1]}},{""code"":""ACT_11"",""label"":""Llamadas por internet o videoconferencias"",""condition"":{""eq"":[""P1006_11"",1]}},{""code"":""ACT_12"",""label"":""Capacitación del personal"",""condition"":{""eq"":[""P1006_12"",1]}},{""code"":""ACT_13"",""label"":""Mensajería instantánea o chat"",""condition"":{""eq"":[""P1006_13"",1]}}],""denominator"":{""any_notna"":[""P1006_1"",""P1006_2"",""P1006_3"",""P1006_4"",""P1006_5"",""P1006_6"",""P1006_7"",""P1006_8"",""P1006_9"",""P1006_10"",""P1006_11"",""P1006_12"",""P1006_13""]},""percent_semantics"":""INCIDENCE"",""measure"":""PERCENT""}";17823
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""G.2,3,4"",""rule_type"":""CATEGORY"",""variables"":[""P1087"",""P1088"",""P977""],""categories"":[{""code"":""ESCRITORIO_NINGUNO"",""label"":""Computadores de escritorio - Ninguno"",""condition"":{""eq"":[""P1087"",0]}},{""code"":""ESCRITORIO_UNO"",""label"":""Computadores de escritorio - Uno"",""condition"":{""eq"":[""P1087"",1]}},{""code"":""ESCRITORIO_DOS_MAS"",""label"":""Computadores de escritorio - Dos o más"",""condition"":{""ge"":[""P1087"",2]}},{""code"":""PORTATIL_NINGUNO"",""label"":""Computadores portátiles - Ninguno"",""condition"":{""eq"":[""P1088"",0]}},{""code"":""PORTATIL_UNO"",""label"":""Computadores portátiles - Uno"",""condition"":{""eq"":[""P1088"",1]}},{""code"":""PORTATIL_DOS_MAS"",""label"":""Computadores portátiles - Dos o más"",""condition"":{""ge"":[""P1088"",2]}},{""code"":""TABLETA_NINGUNO"",""label"":""Tabletas - Ninguno"",""condition"":{""eq"":[""P977"",0]}},{""code"":""TABLETA_UNO"",""label"":""Tabletas - Uno"",""condition"":{""eq"":[""P977"",1]}},{""code"":""TABLETA_DOS_MAS"",""label"":""Tabletas - Dos o más"",""condition"":{""ge"":[""P977"",2]}}],""denominator"":{""any_notna"":[""P1087"",""P1088"",""P977""]},""percent_semantics"":""GROUPED_DISTRIBUTION"",""measure"":""COUNT""}";12339
EMICRON;FORMULA;132;"RULE_JSON:{""type"":""TABLE"",""sheet"":""G.2,3,4"",""rule_type"":""CATEGORY"",""variables"":[""P1087"",""P1088"",""P977""],""categories"":[{""code"":""ESCRITORIO_NINGUNO"",""label"":""Computadores de escritorio - Ninguno"",""condition"":{""eq"":[""P1087"",0]}},{""code"":""ESCRITORIO_UNO"",""label"":""Computadores de escritorio - Uno"",""condition"":{""eq"":[""P1087"",1]}},{""code"":""ESCRITORIO_DOS_MAS"",""label"":""Computadores de escritorio - Dos o más"",""condition"":{""ge"":[""P1087"",2]}},{""code"":""PORTATIL_NINGUNO"",""label"":""Computadores portátiles - Ninguno"",""condition"":{""eq"":[""P1088"",0]}},{""code"":""PORTATIL_UNO"",""label"":""Computadores portátiles - Uno"",""condition"":{""eq"":[""P1088"",1]}},{""code"":""PORTATIL_DOS_MAS"",""label"":""Computadores portátiles - Dos o más"",""condition"":{""ge"":[""P1088"",2]}},{""code"":""TABLETA_NINGUNO"",""label"":""Tabletas - Ninguno"",""condition"":{""eq"":[""P977"",0]}},{""code"":""TABLETA_UNO"",""label"":""Tabletas - Uno"",""condition"":{""eq"":[""P977"",1]}},{""code"":""TABLETA_DOS_MAS"",""label"":""Tabletas - Dos o más"",""condition"":{""ge"":[""P977"",2]}}],""denominator"":{""any_notna"":[""P1087"",""P1088"",""P977""]},""percent_semantics"":""GROUPED_DISTRIBUTION"",""measure"":""PERCENT""}";12141
