"fuente";"columna";"valores_distintos_en_fuente";"valor";"observaciones"
EMICRON;INDICATOR;133;EMICRON_PI_088;9016
EMICRON;INDICATOR;133;EMICRON_PI_089;2580
EMICRON;INDICATOR;133;EMICRON_PI_090;2576
EMICRON;INDICATOR;133;EMICRON_PI_091;7740
EMICRON;INDICATOR;133;EMICRON_PI_092;7350
EMICRON;INDICATOR;133;EMICRON_PI_093;3870
EMICRON;INDICATOR;133;EMICRON_PI_094;3861
EMICRON;INDICATOR;133;EMICRON_PI_095;7740
EMICRON;INDICATOR;133;EMICRON_PI_096;7722
EMICRON;INDICATOR;133;EMICRON_PI_097;2580
EMICRON;INDICATOR;133;EMICRON_PI_098;2580
EMICRON;INDICATOR;133;EMICRON_PI_099;7740
EMICRON;INDICATOR;133;EMICRON_PI_100;7722
EMICRON;INDICATOR;133;EMICRON_PI_101;6450
EMICRON;INDICATOR;133;EMICRON_PI_102;6450
EMICRON;INDICATOR;133;EMICRON_PI_103;9030
EMICRON;INDICATOR;133;EMICRON_PI_104;9009
EMICRON;INDICATOR;133;EMICRON_PI_105;1980
EMICRON;INDICATOR;133;EMICRON_PI_106;1980
EMICRON;INDICATOR;133;EMICRON_PI_107;7920
EMICRON;INDICATOR;133;EMICRON_PI_108;7744
EMICRON;INDICATOR;133;EMICRON_PI_109;7920
EMICRON;INDICATOR;133;EMICRON_PI_110;7744
EMICRON;INDICATOR;133;EMICRON_PI_111;21936
EMICRON;INDICATOR;133;EMICRON_PI_112;21936
EMICRON;INDICATOR;133;EMICRON_PI_113;21936
EMICRON;INDICATOR;133;EMICRON_PI_114;21936
EMICRON;INDICATOR;133;EMICRON_PI_115;21936
EMICRON;INDICATOR;133;EMICRON_PI_116;21936
EMICRON;INDICATOR;133;EMICRON_PI_117;21936
EMICRON;INDICATOR;133;EMICRON_PI_118;20640
EMICRON;INDICATOR;133;EMICRON_PI_119;20640
EMICRON;INDICATOR;133;EMICRON_PI_120;20640
EMICRON;INDICATOR;133;EMICRON_PI_121;20640
EMICRON;INDICATOR;133;EMICRON_PI_122;20640
EMICRON;INDICATOR;133;EMICRON_PI_123;20640
EMICRON;INDICATOR;133;EMICRON_PI_124;19100
EMICRON;INDICATOR;133;EMICRON_PI_125;1371
EMICRON;INDICATOR;133;EMICRON_PI_126;1290
EMICRON;INDICATOR;133;EMICRON_PI_127;1290
EMICRON;INDICATOR;133;EMICRON_PI_128;1371
EMICRON;INDICATOR;133;EMICRON_PI_129;1371
EMICRON;INDICATOR;133;EMICRON_PI_130;1371
EMICRON;INDICATOR;133;EMICRON_PI_131;1371
EMICRON;INDICATOR;133;EMICRON_PI_132;1371
EMICRON;INDICATOR;133;EMICRON_PI_133;1371
EXPORTACIONES;INDICATOR;14;EXPORTACIONES_PI_001;3404
EXPORTACIONES;INDICATOR;14;EXPORTACIONES_PI_002;3404
EXPORTACIONES;INDICATOR;14;EXPORTACIONES_PI_003;3553
EXPORTACIONES;INDICATOR;14;EXPORTACIONES_PI_004;3553
EXPORTACIONES;INDICATOR;14;EXPORTACIONES_PI_005;26582
EXPORTACIONES;INDICATOR;14;EXPORTACIONES_PI_006;26582
EXPORTACIONES;INDICATOR;14;EXPORTACIONES_PI_007;1952
EXPORTACIONES;INDICATOR;14;EXPORTACIONES_PI_008;1952
EXPORTACIONES;INDICATOR;14;EXPORTACIONES_PI_009;672
EXPORTACIONES;INDICATOR;14;EXPORTACIONES_PI_010;672
EXPORTACIONES;INDICATOR;14;EXPORTACIONES_PI_011;1835
EXPORTACIONES;INDICATOR;14;EXPORTACIONES_PI_012;1835
EXPORTACIONES;INDICATOR;14;EXPORTACIONES_PI_013;7067
EXPORTACIONES;INDICATOR;14;EXPORTACIONES_PI_014;7067
GEIH;INDICATOR;504;GEIH_PI_001;7665
GEIH;INDICATOR;504;GEIH_PI_002;7665
GEIH;INDICATOR;504;GEIH_PI_003;7665
GEIH;INDICATOR;504;GEIH_PI_004;7663
GEIH;INDICATOR;504;GEIH_PI_005;7663
GEIH;INDICATOR;504;GEIH_PI_006;7665
GEIH;INDICATOR;504;GEIH_PI_007;7665
GEIH;INDICATOR;504;GEIH_PI_008;7665
GEIH;INDICATOR;504;GEIH_PI_009;7665
GEIH;INDICATOR;504;GEIH_PI_010;7665
GEIH;INDICATOR;504;GEIH_PI_011;7665
GEIH;INDICATOR;504;GEIH_PI_012;7665
GEIH;INDICATOR;504;GEIH_PI_013;7665
GEIH;INDICATOR;504;GEIH_PI_014;7665
GEIH;INDICATOR;504;GEIH_PI_015;7665
GEIH;INDICATOR;504;GEIH_PI_016;7665
GEIH;INDICATOR;504;GEIH_PI_017;7665
GEIH;INDICATOR;504;GEIH_PI_018;7665
GEIH;INDICATOR;504;GEIH_PI_019;7665
GEIH;INDICATOR;504;GEIH_PI_020;7665
GEIH;INDICATOR;504;GEIH_PI_021;7665
GEIH;INDICATOR;504;GEIH_PI_022;7665
GEIH;INDICATOR;504;GEIH_PI_023;7665
GEIH;INDICATOR;504;GEIH_PI_024;7665
GEIH;INDICATOR;504;GEIH_PI_025;7665
GEIH;INDICATOR;504;GEIH_PI_026;7665
GEIH;INDICATOR;504;GEIH_PI_027;7665
GEIH;INDICATOR;504;GEIH_PI_028;15326
GEIH;INDICATOR;504;GEIH_PI_029;7665
GEIH;INDICATOR;504;GEIH_PI_030;38764
GEIH;INDICATOR;504;GEIH_PI_031;45065
GEIH;INDICATOR;504;GEIH_PI_032;22979
GEIH;INDICATOR;504;GEIH_PI_033;17963
GEIH;INDICATOR;504;GEIH_PI_034;25315
GEIH;INDICATOR;504;GEIH_PI_035;7665
GEIH;INDICATOR;504;GEIH_PI_036;7665
GEIH;INDICATOR;504;GEIH_PI_037;7665
GEIH;INDICATOR;504;GEIH_PI_038;7665
GEIH;INDICATOR;504;GEIH_PI_039;7665
GEIH;INDICATOR;504;GEIH_PI_040;7665
GEIH;INDICATOR;504;GEIH_PI_041;7665
GEIH;INDICATOR;504;GEIH_PI_042;7665
GEIH;INDICATOR;504;GEIH_PI_043;7665
GEIH;INDICATOR;504;GEIH_PI_044;7665
GEIH;INDICATOR;504;GEIH_PI_045;7665
GEIH;INDICATOR;504;GEIH_PI_046;7665
GEIH;INDICATOR;504;GEIH_PI_047;7665
GEIH;INDICATOR;504;GEIH_PI_048;7665
GEIH;INDICATOR;504;GEIH_PI_049;7665
GEIH;INDICATOR;504;GEIH_PI_050;7665
GEIH;INDICATOR;504;GEIH_PI_051;7665
GEIH;INDICATOR;504;GEIH_PI_052;7665
GEIH;INDICATOR;504;GEIH_PI_053;7665
GEIH;INDICATOR;504;GEIH_PI_054;7665
GEIH;INDICATOR;504;GEIH_PI_055;7548
GEIH;INDICATOR;504;GEIH_PI_056;7548
GEIH;INDICATOR;504;GEIH_PI_057;7665
GEIH;INDICATOR;504;GEIH_PI_058;37953
GEIH;INDICATOR;504;GEIH_PI_059;7548
GEIH;INDICATOR;504;GEIH_PI_060;7548
GEIH;INDICATOR;504;GEIH_PI_061;7548
GEIH;INDICATOR;504;GEIH_PI_062;7665
GEIH;INDICATOR;504;GEIH_PI_063;7665
GEIH;INDICATOR;504;GEIH_PI_064;7665
GEIH;INDICATOR;504;GEIH_PI_065;7665
GEIH;INDICATOR;504;GEIH_PI_066;7665
GEIH;INDICATOR;504;GEIH_PI_067;38764
GEIH;INDICATOR;504;GEIH_PI_068;7548
GEIH;INDICATOR;504;GEIH_PI_069;7548
GEIH;INDICATOR;504;GEIH_PI_070;7548
GEIH;INDICATOR;504;GEIH_PI_071;7665
GEIH;INDICATOR;504;GEIH_PI_072;7665
GEIH;INDICATOR;504;GEIH_PI_073;7665
GEIH;INDICATOR;504;GEIH_PI_074;7665
GEIH;INDICATOR;504;GEIH_PI_075;7665
GEIH;INDICATOR;504;GEIH_PI_076;7665
GEIH;INDICATOR;504;GEIH_PI_077;14962
GEIH;INDICATOR;504;GEIH_PI_078;7665
GEIH;INDICATOR;504;GEIH_PI_079;7665
GEIH;INDICATOR;504;GEIH_PI_080;7665
GEIH;INDICATOR;504;GEIH_PI_081;7548
GEIH;INDICATOR;504;GEIH_PI_082;7665
GEIH;INDICATOR;504;GEIH_PI_083;7665
GEIH;INDICATOR;504;GEIH_PI_084;7665
GEIH;INDICATOR;504;GEIH_PI_085;22595
GEIH;INDICATOR;504;GEIH_PI_086;7665
GEIH;INDICATOR;504;GEIH_PI_087;7665
GEIH;INDICATOR;504;GEIH_PI_088;7665
GEIH;INDICATOR;504;GEIH_PI_089;25315
GEIH;INDICATOR;504;GEIH_PI_090;7665
GEIH;INDICATOR;504;GEIH_PI_091;7665
GEIH;INDICATOR;504;GEIH_PI_092;7537
GEIH;INDICATOR;504;GEIH_PI_093;7665
GEIH;INDICATOR;504;GEIH_PI_094;951
GEIH;INDICATOR;504;GEIH_PI_095;951
GEIH;INDICATOR;504;GEIH_PI_096;951
GEIH;INDICATOR;504;GEIH_PI_097;951
GEIH;INDICATOR;504;GEIH_PI_098;951
GEIH;INDICATOR;504;GEIH_PI_099;2529
GEIH;INDICATOR;504;GEIH_PI_100;2529
GEIH;INDICATOR;504;GEIH_PI_101;2529
GEIH;INDICATOR;504;GEIH_PI_102;2529
GEIH;INDICATOR;504;GEIH_PI_103;2529
GEIH;INDICATOR;504;GEIH_PI_104;2529
GEIH;INDICATOR;504;GEIH_PI_105;2529
GEIH;INDICATOR;504;GEIH_PI_106;2529
GEIH;INDICATOR;504;GEIH_PI_107;2529
GEIH;INDICATOR;504;GEIH_PI_108;2529
GEIH;INDICATOR;504;GEIH_PI_109;2529
GEIH;INDICATOR;504;GEIH_PI_110;9102
GEIH;INDICATOR;504;GEIH_PI_111;2529
GEIH;INDICATOR;504;GEIH_PI_112;2529
GEIH;INDICATOR;504;GEIH_PI_113;2529
GEIH;INDICATOR;504;GEIH_PI_114;6036
GEIH;INDICATOR;504;GEIH_PI_115;2277
GEIH;INDICATOR;504;GEIH_PI_116;2277
GEIH;INDICATOR;504;GEIH_PI_117;2277
GEIH;INDICATOR;504;GEIH_PI_118;2277
GEIH;INDICATOR;504;GEIH_PI_119;2277
GEIH;INDICATOR;504;GEIH_PI_120;2277
GEIH;INDICATOR;504;GEIH_PI_121;2277
GEIH;INDICATOR;504;GEIH_PI_122;2255
GEIH;INDICATOR;504;GEIH_PI_123;2277
GEIH;INDICATOR;504;GEIH_PI_124;7039
GEIH;INDICATOR;504;GEIH_PI_125;2277
GEIH;INDICATOR;504;GEIH_PI_126;2277
GEIH;INDICATOR;504;GEIH_PI_127;2277
GEIH;INDICATOR;504;GEIH_PI_128;2277
GEIH;INDICATOR;504;GEIH_PI_129;7665
GEIH;INDICATOR;504;GEIH_PI_130;7665
GEIH;INDICATOR;504;GEIH_PI_131;7665
GEIH;INDICATOR;504;GEIH_PI_132;7665
GEIH;INDICATOR;504;GEIH_PI_133;7665
GEIH;INDICATOR;504;GEIH_PI_134;7665
GEIH;INDICATOR;504;GEIH_PI_135;7665
GEIH;INDICATOR;504;GEIH_PI_136;7665
GEIH;INDICATOR;504;GEIH_PI_137;7665
GEIH;INDICATOR;504;GEIH_PI_138;7665
GEIH;INDICATOR;504;GEIH_PI_139;7665
GEIH;INDICATOR;504;GEIH_PI_140;7665
GEIH;INDICATOR;504;GEIH_PI_141;7665
GEIH;INDICATOR;504;GEIH_PI_142;7665
GEIH;INDICATOR;504;GEIH_PI_143;7665
GEIH;INDICATOR;504;GEIH_PI_144;7665
GEIH;INDICATOR;504;GEIH_PI_145;7665
GEIH;INDICATOR;504;GEIH_PI_146;7665
GEIH;INDICATOR;504;GEIH_PI_147;7665
GEIH;INDICATOR;504;GEIH_PI_148;7665
GEIH;INDICATOR;504;GEIH_PI_149;7665
GEIH;INDICATOR;504;GEIH_PI_150;7665
GEIH;INDICATOR;504;GEIH_PI_151;7595
GEIH;INDICATOR;504;GEIH_PI_152;7595
GEIH;INDICATOR;504;GEIH_PI_153;7665
GEIH;INDICATOR;504;GEIH_PI_154;7665
GEIH;INDICATOR;504;GEIH_PI_155;7665
GEIH;INDICATOR;504;GEIH_PI_156;7665
GEIH;INDICATOR;504;GEIH_PI_157;7665
GEIH;INDICATOR;504;GEIH_PI_158;7665
GEIH;INDICATOR;504;GEIH_PI_159;7665
GEIH;INDICATOR;504;GEIH_PI_160;7084
GEIH;INDICATOR;504;GEIH_PI_161;7665
GEIH;INDICATOR;504;GEIH_PI_162;7665
GEIH;INDICATOR;504;GEIH_PI_163;7665
GEIH;INDICATOR;504;GEIH_PI_164;7665
GEIH;INDICATOR;504;GEIH_PI_165;7665
GEIH;INDICATOR;504;GEIH_PI_166;7665
GEIH;INDICATOR;504;GEIH_PI_167;7665
GEIH;INDICATOR;504;GEIH_PI_168;51166
GEIH;INDICATOR;504;GEIH_PI_169;7665
GEIH;INDICATOR;504;GEIH_PI_170;7665
GEIH;INDICATOR;504;GEIH_PI_171;7665
GEIH;INDICATOR;504;GEIH_PI_172;7665
GEIH;INDICATOR;504;GEIH_PI_173;7665
GEIH;INDICATOR;504;GEIH_PI_174;7665
GEIH;INDICATOR;504;GEIH_PI_175;7665
GEIH;INDICATOR;504;GEIH_PI_176;7665
GEIH;INDICATOR;504;GEIH_PI_177;2529
GEIH;INDICATOR;504;GEIH_PI_178;7665
GEIH;INDICATOR;504;GEIH_PI_179;7665
GEIH;INDICATOR;504;GEIH_PI_180;7665
GEIH;INDICATOR;504;GEIH_PI_181;7665
GEIH;INDICATOR;504;GEIH_PI_182;7665
GEIH;INDICATOR;504;GEIH_PI_183;7665
GEIH;INDICATOR;504;GEIH_PI_184;7604
GEIH;INDICATOR;504;GEIH_PI_185;394051
GEIH;INDICATOR;504;GEIH_PI_186;727926
GEIH;INDICATOR;504;GEIH_PI_187;7665
GEIH;INDICATOR;504;GEIH_PI_188;7665
GEIH;INDICATOR;504;GEIH_PI_189;7665
GEIH;INDICATOR;504;GEIH_PI_190;7665
GEIH;INDICATOR;504;GEIH_PI_191;7665
GEIH;INDICATOR;504;GEIH_PI_192;7665
GEIH;INDICATOR;504;GEIH_PI_193;7665
GEIH;INDICATOR;504;GEIH_PI_194;7665
GEIH;INDICATOR;504;GEIH_PI_195;7665
GEIH;INDICATOR;504;GEIH_PI_196;7665
GEIH;INDICATOR;504;GEIH_PI_197;7665
GEIH;INDICATOR;504;GEIH_PI_198;7591
GEIH;INDICATOR;504;GEIH_PI_199;7665
GEIH;INDICATOR;504;GEIH_PI_200;7591
GEIH;INDICATOR;504;GEIH_PI_201;7548
GEIH;INDICATOR;504;GEIH_PI_202;7665
GEIH;INDICATOR;504;GEIH_PI_203;7665
GEIH;INDICATOR;504;GEIH_PI_204;7665
GEIH;INDICATOR;504;GEIH_PI_205;7656
GEIH;INDICATOR;504;GEIH_PI_206;7344
GEIH;INDICATOR;504;GEIH_PI_207;7665
GEIH;INDICATOR;504;GEIH_PI_208;7665
GEIH;INDICATOR;504;GEIH_PI_209;7665
GEIH;INDICATOR;504;GEIH_PI_210;7665
GEIH;INDICATOR;504;GEIH_PI_211;7665
GEIH;INDICATOR;504;GEIH_PI_212;7665
GEIH;INDICATOR;504;GEIH_PI_213;7665
GEIH;INDICATOR;504;GEIH_PI_214;7665
GEIH;INDICATOR;504;GEIH_PI_215;7665
GEIH;INDICATOR;504;GEIH_PI_216;7665
GEIH;INDICATOR;504;GEIH_PI_217;7665
GEIH;INDICATOR;504;GEIH_PI_218;7665
GEIH;INDICATOR;504;GEIH_PI_219;7665
GEIH;INDICATOR;504;GEIH_PI_220;7665
GEIH;INDICATOR;504;GEIH_PI_221;7665
GEIH;INDICATOR;504;GEIH_PI_222;7665
GEIH;INDICATOR;504;GEIH_PI_223;7665
GEIH;INDICATOR;504;GEIH_PI_224;7665
GEIH;INDICATOR;504;GEIH_PI_225;7665
GEIH;INDICATOR;504;GEIH_PI_226;7665
GEIH;INDICATOR;504;GEIH_PI_227;7665
GEIH;INDICATOR;504;GEIH_PI_228;7665
GEIH;INDICATOR;504;GEIH_PI_229;7665
GEIH;INDICATOR;504;GEIH_PI_230;7665
GEIH;INDICATOR;504;GEIH_PI_231;7665
GEIH;INDICATOR;504;GEIH_PI_232;7602
GEIH;INDICATOR;504;GEIH_PI_233;7602
GEIH;INDICATOR;504;GEIH_PI_234;7602
GEIH;INDICATOR;504;GEIH_PI_235;7602
GEIH;INDICATOR;504;GEIH_PI_236;7665
GEIH;INDICATOR;504;GEIH_PI_237;7665
GEIH;INDICATOR;504;GEIH_PI_238;7665
GEIH;INDICATOR;504;GEIH_PI_239;7665
GEIH;INDICATOR;504;GEIH_PI_240;7604
GEIH;INDICATOR;504;GEIH_PI_241;7665
GEIH;INDICATOR;504;GEIH_PI_242;7665
GEIH;INDICATOR;504;GEIH_PI_243;7665
GEIH;INDICATOR;504;GEIH_PI_244;7665
GEIH;INDICATOR;504;GEIH_PI_245;5136
GEIH;INDICATOR;504;GEIH_PI_246;5136
GEIH;INDICATOR;504;GEIH_PI_247;5136
GEIH;INDICATOR;504;GEIH_PI_248;5136
GEIH;INDICATOR;504;GEIH_PI_249;7544
GEIH;INDICATOR;504;GEIH_PI_250;7665
GEIH;INDICATOR;504;GEIH_PI_251;7665
GEIH;INDICATOR;504;GEIH_PI_252;7665
GEIH;INDICATOR;504;GEIH_PI_253;7665
GEIH;INDICATOR;504;GEIH_PI_254;7663
GEIH;INDICATOR;504;GEIH_PI_255;5134
GEIH;INDICATOR;504;GEIH_PI_256;4949
GEIH;INDICATOR;504;GEIH_PI_257;5136
GEIH;INDICATOR;504;GEIH_PI_258;4949
GEIH;INDICATOR;504;GEIH_PI_259;5136
GEIH;INDICATOR;504;GEIH_PI_260;4949
GEIH;INDICATOR;504;GEIH_PI_261;4949
GEIH;INDICATOR;504;GEIH_PI_262;4949
GEIH;INDICATOR;504;GEIH_PI_263;4949
GEIH;INDICATOR;504;GEIH_PI_264;4884
GEIH;INDICATOR;504;GEIH_PI_265;7478
GEIH;INDICATOR;504;GEIH_PI_266;7478
GEIH;INDICATOR;504;GEIH_PI_267;7663
GEIH;INDICATOR;504;GEIH_PI_268;7665
GEIH;INDICATOR;504;GEIH_PI_269;7180
GEIH;INDICATOR;504;GEIH_PI_270;7665
GEIH;INDICATOR;504;GEIH_PI_271;7665
GEIH;INDICATOR;504;GEIH_PI_272;2529
GEIH;INDICATOR;504;GEIH_PI_273;7665
GEIH;INDICATOR;504;GEIH_PI_274;2529
GEIH;INDICATOR;504;GEIH_PI_275;2529
GEIH;INDICATOR;504;GEIH_PI_276;7665
GEIH;INDICATOR;504;GEIH_PI_277;2529
GEIH;INDICATOR;504;GEIH_PI_278;2529
GEIH;INDICATOR;504;GEIH_PI_279;2334
GEIH;INDICATOR;504;GEIH_PI_280;7665
GEIH;INDICATOR;504;GEIH_PI_281;7665
GEIH;INDICATOR;504;GEIH_PI_282;7665
GEIH;INDICATOR;504;GEIH_PI_283;7665
GEIH;INDICATOR;504;GEIH_PI_284;7665
GEIH;INDICATOR;504;GEIH_PI_285;7665
GEIH;INDICATOR;504;GEIH_PI_286;7665
GEIH;INDICATOR;504;GEIH_PI_287;7665
GEIH;INDICATOR;504;GEIH_PI_288;951
GEIH;INDICATOR;504;GEIH_PI_289;7665
GEIH;INDICATOR;504;GEIH_PI_290;7665
GEIH;INDICATOR;504;GEIH_PI_291;7665
GEIH;INDICATOR;504;GEIH_PI_292;7665
GEIH;INDICATOR;504;GEIH_PI_293;7478
GEIH;INDICATOR;504;GEIH_PI_294;2529
GEIH;INDICATOR;504;GEIH_PI_295;2277
GEIH;INDICATOR;504;GEIH_PI_296;2529
GEIH;INDICATOR;504;GEIH_PI_297;7665
GEIH;INDICATOR;504;GEIH_PI_298;7665
GEIH;INDICATOR;504;GEIH_PI_299;7665
GEIH;INDICATOR;504;GEIH_PI_300;7665
GEIH;INDICATOR;504;GEIH_PI_301;7665
GEIH;INDICATOR;504;GEIH_PI_302;7665
GEIH;INDICATOR;504;GEIH_PI_303;7665
GEIH;INDICATOR;504;GEIH_PI_304;7665
GEIH;INDICATOR;504;GEIH_PI_305;7665
GEIH;INDICATOR;504;GEIH_PI_306;7665
GEIH;INDICATOR;504;GEIH_PI_307;7665
GEIH;INDICATOR;504;GEIH_PI_308;7665
GEIH;INDICATOR;504;GEIH_PI_309;7665
GEIH;INDICATOR;504;GEIH_PI_310;7665
GEIH;INDICATOR;504;GEIH_PI_311;7665
GEIH;INDICATOR;504;GEIH_PI_312;7665
GEIH;INDICATOR;504;GEIH_PI_313;7665
GEIH;INDICATOR;504;GEIH_PI_314;7665
GEIH;INDICATOR;504;GEIH_PI_315;7665
GEIH;INDICATOR;504;GEIH_PI_316;7665
GEIH;INDICATOR;504;GEIH_PI_317;7665
GEIH;INDICATOR;504;GEIH_PI_318;7665
GEIH;INDICATOR;504;GEIH_PI_319;7665
GEIH;INDICATOR;504;GEIH_PI_320;7665
GEIH;INDICATOR;504;GEIH_PI_321;7665
GEIH;INDICATOR;504;GEIH_PI_322;7665
GEIH;INDICATOR;504;GEIH_PI_323;7665
GEIH;INDICATOR;504;GEIH_PI_324;7665
GEIH;INDICATOR;504;GEIH_PI_325;7665
GEIH;INDICATOR;504;GEIH_PI_326;7665
GEIH;INDICATOR;504;GEIH_PI_327;7665
GEIH;INDICATOR;504;GEIH_PI_328;7665
GEIH;INDICATOR;504;GEIH_PI_329;7665
GEIH;INDICATOR;504;GEIH_PI_330;7665
GEIH;INDICATOR;504;GEIH_PI_331;7665
GEIH;INDICATOR;504;GEIH_PI_332;7665
GEIH;INDICATOR;504;GEIH_PI_333;7665
GEIH;INDICATOR;504;GEIH_PI_334;7665
GEIH;INDICATOR;504;GEIH_PI_335;7665
GEIH;INDICATOR;504;GEIH_PI_336;7665
GEIH;INDICATOR;504;GEIH_PI_337;7665
GEIH;INDICATOR;504;GEIH_PI_338;7665
GEIH;INDICATOR;504;GEIH_PI_339;7665
GEIH;INDICATOR;504;GEIH_PI_340;7665
GEIH;INDICATOR;504;GEIH_PI_341;7665
GEIH;INDICATOR;504;GEIH_PI_342;7665
GEIH;INDICATOR;504;GEIH_PI_343;7665
GEIH;INDICATOR;504;GEIH_PI_344;7665
GEIH;INDICATOR;504;GEIH_PI_345;7665
GEIH;INDICATOR;504;GEIH_PI_346;7665
GEIH;INDICATOR;504;GEIH_PI_347;7665
GEIH;INDICATOR;504;GEIH_PI_348;951
GEIH;INDICATOR;504;GEIH_PI_349;951
GEIH;INDICATOR;504;GEIH_PI_350;951
GEIH;INDICATOR;504;GEIH_PI_351;2529
GEIH;INDICATOR;504;GEIH_PI_352;2529
GEIH;INDICATOR;504;GEIH_PI_353;2529
GEIH;INDICATOR;504;GEIH_PI_354;2529
GEIH;INDICATOR;504;GEIH_PI_355;2529
GEIH;INDICATOR;504;GEIH_PI_356;2529
GEIH;INDICATOR;504;GEIH_PI_357;2529
GEIH;INDICATOR;504;GEIH_PI_358;2529
GEIH;INDICATOR;504;GEIH_PI_359;2529
GEIH;INDICATOR;504;GEIH_PI_360;2529
GEIH;INDICATOR;504;GEIH_PI_361;2529
GEIH;INDICATOR;504;GEIH_PI_362;2529
GEIH;INDICATOR;504;GEIH_PI_363;2277
GEIH;INDICATOR;504;GEIH_PI_364;2277
GEIH;INDICATOR;504;GEIH_PI_365;2277
GEIH;INDICATOR;504;GEIH_PI_366;2277
GEIH;INDICATOR;504;GEIH_PI_367;2277
GEIH;INDICATOR;504;GEIH_PI_368;2277
GEIH;INDICATOR;504;GEIH_PI_369;2277
GEIH;INDICATOR;504;GEIH_PI_370;2277
GEIH;INDICATOR;504;GEIH_PI_371;2277
GEIH;INDICATOR;504;GEIH_PI_372;2277
GEIH;INDICATOR;504;GEIH_PI_373;7665
GEIH;INDICATOR;504;GEIH_PI_374;7665
GEIH;INDICATOR;504;GEIH_PI_375;7665
GEIH;INDICATOR;504;GEIH_PI_376;7665
GEIH;INDICATOR;504;GEIH_PI_377;7665
GEIH;INDICATOR;504;GEIH_PI_378;7665
GEIH;INDICATOR;504;GEIH_PI_379;7665
GEIH;INDICATOR;504;GEIH_PI_380;7665
GEIH;INDICATOR;504;GEIH_PI_381;7665
GEIH;INDICATOR;504;GEIH_PI_382;7665
GEIH;INDICATOR;504;GEIH_PI_383;7665
GEIH;INDICATOR;504;GEIH_PI_384;7665
GEIH;INDICATOR;504;GEIH_PI_385;7665
GEIH;INDICATOR;504;GEIH_PI_386;7665
GEIH;INDICATOR;504;GEIH_PI_387;7595
GEIH;INDICATOR;504;GEIH_PI_388;7595
GEIH;INDICATOR;504;GEIH_PI_389;7665
GEIH;INDICATOR;504;GEIH_PI_390;7665
GEIH;INDICATOR;504;GEIH_PI_391;7665
GEIH;INDICATOR;504;GEIH_PI_392;7665
GEIH;INDICATOR;504;GEIH_PI_393;7665
GEIH;INDICATOR;504;GEIH_PI_394;7665
GEIH;INDICATOR;504;GEIH_PI_395;7665
GEIH;INDICATOR;504;GEIH_PI_396;7665
GEIH;INDICATOR;504;GEIH_PI_397;7665
GEIH;INDICATOR;504;GEIH_PI_398;7665
GEIH;INDICATOR;504;GEIH_PI_399;7665
GEIH;INDICATOR;504;GEIH_PI_400;7665
GEIH;INDICATOR;504;GEIH_PI_401;7665
GEIH;INDICATOR;504;GEIH_PI_402;7665
GEIH;INDICATOR;504;GEIH_PI_403;7665
GEIH;INDICATOR;504;GEIH_PI_404;7665
GEIH;INDICATOR;504;GEIH_PI_405;7665
GEIH;INDICATOR;504;GEIH_PI_406;7665
GEIH;INDICATOR;504;GEIH_PI_407;7665
GEIH;INDICATOR;504;GEIH_PI_408;7665
GEIH;INDICATOR;504;GEIH_PI_409;2529
GEIH;INDICATOR;504;GEIH_PI_410;7665
GEIH;INDICATOR;504;GEIH_PI_411;7665
GEIH;INDICATOR;504;GEIH_PI_412;7665
GEIH;INDICATOR;504;GEIH_PI_413;7665
GEIH;INDICATOR;504;GEIH_PI_414;7665
GEIH;INDICATOR;504;GEIH_PI_415;7665
GEIH;INDICATOR;504;GEIH_PI_416;7665
GEIH;INDICATOR;504;GEIH_PI_417;7665
GEIH;INDICATOR;504;GEIH_PI_418;7665
GEIH;INDICATOR;504;GEIH_PI_419;7665
GEIH;INDICATOR;504;GEIH_PI_420;7665
GEIH;INDICATOR;504;GEIH_PI_421;7665
GEIH;INDICATOR;504;GEIH_PI_422;7665
GEIH;INDICATOR;504;GEIH_PI_423;7665
GEIH;INDICATOR;504;GEIH_PI_424;7665
GEIH;INDICATOR;504;GEIH_PI_425;7665
GEIH;INDICATOR;504;GEIH_PI_426;7665
GEIH;INDICATOR;504;GEIH_PI_427;7665
GEIH;INDICATOR;504;GEIH_PI_428;7665
GEIH;INDICATOR;504;GEIH_PI_429;7665
GEIH;INDICATOR;504;GEIH_PI_430;7665
GEIH;INDICATOR;504;GEIH_PI_431;7665
GEIH;INDICATOR;504;GEIH_PI_432;7665
GEIH;INDICATOR;504;GEIH_PI_433;5136
GEIH;INDICATOR;504;GEIH_PI_434;5136
GEIH;INDICATOR;504;GEIH_PI_435;5136
GEIH;INDICATOR;504;GEIH_PI_436;5136
GEIH;INDICATOR;504;GEIH_PI_437;7544
GEIH;INDICATOR;504;GEIH_PI_438;7665
GEIH;INDICATOR;504;GEIH_PI_439;7665
GEIH;INDICATOR;504;GEIH_PI_440;7665
GEIH;INDICATOR;504;GEIH_PI_441;7665
GEIH;INDICATOR;504;GEIH_PI_442;7663
GEIH;INDICATOR;504;GEIH_PI_443;5136
GEIH;INDICATOR;504;GEIH_PI_444;5136
GEIH;INDICATOR;504;GEIH_PI_445;7665
GEIH;INDICATOR;504;GEIH_PI_446;7665
GEIH;INDICATOR;504;GEIH_PI_447;7665
GEIH;INDICATOR;504;GEIH_PI_448;2529
GEIH;INDICATOR;504;GEIH_PI_449;7665
